,国证价值,内地消费,中证信息,中证新能,中证医药,沪深300,中证500,中证800,中证1000,国证A指
date,399371.SZ,000942.SH,000935.SH,399808.SZ,000933.SH,000300.SH,000905.SH,000906.SH,000852.SH,399317.SZ
2018/11/28,0.080914286,0.149942857,0.056228571,0.055542857,0.101028571,0.081142857,0.021714286,0.044342857,0.023314286,0.0192
2018/11/29,0.0656,0.139428571,0.040457143,0.042285714,0.091428571,0.066057143,0.013028571,0.031771429,0.018285714,0.008228571
2018/11/30,0.076114286,0.149485714,0.046628571,0.058514286,0.1024,0.0768,0.016914286,0.041828571,0.021028571,0.016228571
2018/12/3,0.120457143,0.207542857,0.067657143,0.074742857,0.128685714,0.123428571,0.0288,0.068571429,0.029257143,0.043428571
2018/12/4,0.117028571,0.2,0.055085714,0.067657143,0.133714286,0.123885714,0.027885714,0.065371429,0.032,0.034971429
2018/12/5,0.097828571,0.194285714,0.042057143,0.067428571,0.140571429,0.111314286,0.025142857,0.053714286,0.029028571,0.028571429
2018/12/6,0.0704,0.163885714,0.031542857,0.056,0.105142857,0.075657143,0.018742857,0.027657143,0.024,0.015085714
2018/12/7,0.074057143,0.160457143,0.037942857,0.064228571,0.075657143,0.077028571,0.019657143,0.032,0.025828571,0.016914286
2018/12/10,0.058285714,0.1344,0.0304,0.052342857,0.062628571,0.061257143,0.013028571,0.016685714,0.021485714,0.010742857
2018/12/11,0.063542857,0.147885714,0.036342857,0.058285714,0.070628571,0.065142857,0.018971429,0.021714286,0.024457143,0.0144
2018/12/12,0.070171429,0.165257143,0.034285714,0.067428571,0.062857143,0.072,0.019657143,0.026057143,0.0256,0.016914286
2018/12/13,0.104914286,0.200914286,0.055771429,0.088,0.079542857,0.107885714,0.031085714,0.0576,0.033371429,0.031771429
2018/12/14,0.083428571,0.1888,0.044571429,0.071314286,0.062857143,0.080914286,0.015085714,0.041828571,0.023085714,0.0176
2018/12/17,0.093485714,0.208914286,0.0336,0.130285714,0.064914286,0.101257143,0.009371429,0.057371429,0.041371429,0.021257143
2018/12/18,0.076342857,0.196571429,0.029714286,0.130514286,0.061714286,0.083885714,0.007314286,0.048228571,0.038857143,0.012342857
2018/12/19,0.0592,0.166171429,0.0224,0.109485714,0.048685714,0.064685714,0.005257143,0.031314286,0.032914286,0.004114286
2018/12/20,0.046628571,0.16,0.021028571,0.098285714,0.0432,0.049371429,0.006171429,0.015542857,0.033142857,0.0032
2018/12/21,0.04,0.149028571,0.0208,0.098285714,0.041828571,0.043657143,0.003885714,0.011657143,0.031542857,0.002514286
2018/12/24,0.045485714,0.162514286,0.030171429,0.114971429,0.052342857,0.050742857,0.009828571,0.024685714,0.037942857,0.005257143
2018/12/25,0.032914286,0.152685714,0.022628571,0.092571429,0.048457143,0.0416,0.004114286,0.009142857,0.031771429,0.002514286
2018/12/26,0.030857143,0.146514286,0.016914286,0.085485714,0.044571429,0.039314286,0.003657143,0.007771429,0.029257143,0.002057143
2018/12/27,0.0272,0.143771429,0.010057143,0.072457143,0.038628571,0.032457143,0.002285714,0.002971429,0.023542857,0.001371429
2018/12/28,0.0288,0.1568,0.003885714,0.064228571,0.032457143,0.028342857,0.0032,0.002971429,0.024,0.002285714
2019/1/2,0.018057143,0.132571429,0.0016,0.048457143,0.008685714,0.007771429,0.002057143,0.001142857,0.018057143,0.001371429
2019/1/3,0.019428571,0.112685714,0.001371429,0.0432,0.0016,0.006628571,0.0016,0.001142857,0.014171429,0.001371429
2019/1/4,0.0336,0.1328,0.005714286,0.058971429,0.008228571,0.021485714,0.007085714,0.006628571,0.028342857,0.007771429
2019/1/7,0.0384,0.146742857,0.016457143,0.081142857,0.010285714,0.027428571,0.016,0.010057143,0.040228571,0.012114286
2019/1/8,0.034742857,0.141028571,0.014628571,0.079771429,0.007085714,0.019657143,0.014628571,0.008228571,0.0384,0.010971429
2019/1/9,0.044342857,0.175085714,0.018742857,0.070857143,0.008685714,0.032914286,0.016914286,0.013028571,0.039771429,0.015085714
2019/1/10,0.040457143,0.169371429,0.019657143,0.077257143,0.005485714,0.025371429,0.016,0.011428571,0.037257143,0.013942857
2019/1/11,0.048457143,0.188342857,0.022628571,0.079771429,0.006171429,0.039314286,0.021942857,0.017142857,0.045257143,0.018971429
2019/1/14,0.042514286,0.173485714,0.018742857,0.079314286,0.003885714,0.031085714,0.018971429,0.012571429,0.042285714,0.015771429
2019/1/15,0.054171429,0.234285714,0.029028571,0.102628571,0.016457143,0.058285714,0.027885714,0.024685714,0.051657143,0.025142857
2019/1/16,0.053028571,0.226285714,0.024914286,0.085714286,0.013257143,0.050057143,0.025142857,0.023314286,0.047314286,0.023085714
2019/1/17,0.050742857,0.215314286,0.017371429,0.073828571,0.011428571,0.040685714,0.020571429,0.019428571,0.040228571,0.019885714
2019/1/18,0.068114286,0.258057143,0.026514286,0.089371429,0.0256,0.0784,0.0304,0.036571429,0.047771429,0.034742857
2019/1/21,0.078857143,0.2864,0.032,0.098514286,0.032457143,0.095542857,0.036114286,0.044114286,0.056,0.040228571
2019/1/22,0.064457143,0.250285714,0.024685714,0.084342857,0.0208,0.068342857,0.025828571,0.0304,0.047314286,0.029028571
2019/1/23,0.0672,0.255542857,0.022628571,0.099428571,0.023542857,0.072228571,0.028571429,0.031771429,0.0496,0.031085714
2019/1/24,0.073142857,0.270628571,0.034514286,0.114057143,0.030628571,0.085257143,0.033828571,0.039771429,0.057371429,0.039085714
2019/1/25,0.0864,0.287771429,0.036342857,0.120685714,0.028571429,0.1104,0.031085714,0.048228571,0.052114286,0.042285714
2019/1/28,0.087542857,0.290057143,0.0384,0.122971429,0.0208,0.112457143,0.029028571,0.048457143,0.043657143,0.04
2019/1/29,0.093714286,0.304,0.027885714,0.110171429,0.016,0.118171429,0.0176,0.049371429,0.028571429,0.034057143
2019/1/30,0.085257143,0.272457143,0.013714286,0.102857143,0.013257143,0.098057143,0.010285714,0.0384,0.019657143,0.023314286
2019/1/31,0.103314286,0.299657143,0.016,0.084342857,0.013028571,0.1248,0.006171429,0.049142857,0.0128,0.026285714
2019/2/1,0.118171429,0.331657143,0.043885714,0.121828571,0.035885714,0.152914286,0.0288,0.067428571,0.027885714,0.050514286
2019/2/11,0.131428571,0.417142857,0.0592,0.131428571,0.042285714,0.175542857,0.048457143,0.080228571,0.052342857,0.064457143
2019/2/12,0.144685714,0.4304,0.066057143,0.135542857,0.059428571,0.195657143,0.054857143,0.089371429,0.066742857,0.071771429
2019/2/13,0.173028571,0.472457143,0.077028571,0.139657143,0.0672,0.250285714,0.061942857,0.119085714,0.077257143,0.0816
2019/2/14,0.162742857,0.500342857,0.078857143,0.1504,0.073142857,0.250285714,0.065828571,0.120685714,0.081142857,0.0832
2019/2/15,0.129371429,0.442057143,0.0752,0.146285714,0.066742857,0.197485714,0.061028571,0.0944,0.079771429,0.0768
2019/2/18,0.1872,0.527771429,0.102857143,0.169371429,0.114057143,0.284342857,0.077485714,0.154057143,0.093942857,0.100571429
2019/2/19,0.187428571,0.515885714,0.108342857,0.168,0.109257143,0.285257143,0.078628571,0.158171429,0.096457143,0.102857143
2019/2/20,0.196114286,0.5152,0.107428571,0.170285714,0.093942857,0.296914286,0.0784,0.1632,0.096914286,0.104228571
2019/2/21,0.184457143,0.528228571,0.112914286,0.173714286,0.093714286,0.288914286,0.078171429,0.16,0.095542857,0.104685714
2019/2/22,0.2176,0.548342857,0.132571429,0.184457143,0.113371429,0.342628571,0.090742857,0.1952,0.106514286,0.120228571
2019/2/25,0.357028571,0.607314286,0.181942857,0.211657143,0.156114286,0.485028571,0.117485714,0.319314286,0.126628571,0.187657143
2019/2/26,0.325257143,0.579885714,0.186742857,0.2112,0.1648,0.450285714,0.118628571,0.301485714,0.128228571,0.181028571
2019/2/27,0.337142857,0.574628571,0.165028571,0.1968,0.154285714,0.452114286,0.116571429,0.2976,0.123657143,0.175542857
2019/2/28,0.322057143,0.581485714,0.1648,0.199542857,0.174628571,0.442742857,0.117714286,0.289371429,0.1296,0.175085714
2019/3/1,0.380342857,0.629714286,0.178285714,0.208914286,0.184,0.512457143,0.124114286,0.340342857,0.135085714,0.2032
2019/3/4,0.408685714,0.6544,0.209828571,0.218971429,0.202971429,0.546285714,0.1312,0.369828571,0.143771429,0.221714286
2019/3/5,0.415771429,0.668114286,0.269257143,0.226514286,0.218514286,0.558171429,0.1472,0.3952,0.158628571,0.239771429
2019/3/6,0.445714286,0.656685714,0.283885714,0.231085714,0.226285714,0.590628571,0.154971429,0.421714286,0.167542857,0.258514286
2019/3/7,0.3984,0.597485714,0.282971429,0.2208,0.215771429,0.548571429,0.152914286,0.395885714,0.170514286,0.252114286
2019/3/8,0.287542857,0.538742857,0.264685714,0.195428571,0.183771429,0.421257143,0.135542857,0.2944,0.149028571,0.1936
2019/3/11,0.322057143,0.5904,0.316114286,0.229028571,0.2352,0.464,0.153142857,0.345142857,0.171428571,0.229485714
2019/3/12,0.345371429,0.590857143,0.369142857,0.245028571,0.244571429,0.488685714,0.1616,0.367542857,0.176228571,0.249142857
2019/3/13,0.325485714,0.567542857,0.274971429,0.231542857,0.2272,0.4528,0.151085714,0.336685714,0.1728,0.225142857
2019/3/14,0.311314286,0.583314286,0.236342857,0.224228571,0.2064,0.438628571,0.143085714,0.314971429,0.158628571,0.205942857
2019/3/15,0.341485714,0.6176,0.239542857,0.229942857,0.2224,0.467657143,0.1488,0.340571429,0.167542857,0.222171429
2019/3/18,0.407771429,0.682742857,0.276342857,0.235428571,0.301257143,0.562971429,0.161828571,0.410514286,0.178285714,0.264
2019/3/19,0.4,0.672,0.290971429,0.2416,0.290057143,0.548342857,0.1648,0.403428571,0.179657143,0.261714286
2019/3/20,0.403428571,0.668114286,0.280685714,0.236342857,0.290971429,0.546514286,0.166628571,0.402971429,0.179428571,0.263542857
2019/3/21,0.4,0.655542857,0.3008,0.237942857,0.298514286,0.542628571,0.169828571,0.4096,0.1824,0.2688
2019/3/22,0.396342857,0.662857143,0.290742857,0.224228571,0.304,0.531428571,0.171657143,0.403657143,0.183314286,0.267885714
2019/3/25,0.3248,0.626057143,0.261714286,0.211428571,0.266285714,0.448228571,0.162742857,0.341257143,0.176228571,0.231314286
2019/3/26,0.280914286,0.611885714,0.2224,0.194514286,0.217828571,0.414171429,0.145828571,0.3056,0.162742857,0.191771429
2019/3/27,0.3232,0.651657143,0.229485714,0.197942857,0.282285714,0.447542857,0.152457143,0.335542857,0.171657143,0.218057143
2019/3/28,0.293942857,0.650514286,0.205485714,0.186285714,0.264457143,0.433142857,0.145142857,0.321828571,0.159314286,0.195657143
2019/3/29,0.394285714,0.7136,0.270857143,0.205257143,0.298971429,0.552228571,0.1664,0.408228571,0.177142857,0.260114286
2019/4/1,0.473828571,0.761371429,0.375771429,0.255771429,0.344457143,0.629485714,0.2016,0.483428571,0.203885714,0.336228571
2019/4/2,0.483428571,0.761828571,0.3856,0.264228571,0.337371429,0.630628571,0.213028571,0.488,0.207542857,0.345828571
2019/4/3,0.525028571,0.781942857,0.423542857,0.272,0.362514286,0.683428571,0.241371429,0.530057143,0.2208,0.3872
2019/4/4,0.568685714,0.811885714,0.424457143,0.286857143,0.369371429,0.723885714,0.257142857,0.568,0.229714286,0.419428571
2019/4/8,0.581485714,0.8,0.367314286,0.267428571,0.3536,0.717714286,0.251657143,0.554285714,0.223771429,0.4064
2019/4/9,0.571885714,0.832228571,0.380571429,0.282057143,0.392228571,0.727771429,0.260114286,0.569371429,0.235657143,0.424228571
2019/4/10,0.567085714,0.863314286,0.360457143,0.2832,0.4304,0.728685714,0.259885714,0.570514286,0.234514286,0.426971429
2019/4/11,0.528,0.8192,0.312,0.267657143,0.361371429,0.663314286,0.240228571,0.514742857,0.223085714,0.368914286
2019/4/12,0.534628571,0.819428571,0.336228571,0.285028571,0.353828571,0.669257143,0.247085714,0.520685714,0.234742857,0.381257143
2019/4/15,0.541714286,0.8032,0.322057143,0.288457143,0.343771429,0.666514286,0.247085714,0.518628571,0.2432,0.374857143
2019/4/16,0.625828571,0.835885714,0.380342857,0.3104,0.3728,0.759085714,0.272914286,0.5904,0.255771429,0.443885714
2019/4/17,0.625828571,0.857828571,0.386742857,0.335085714,0.372342857,0.762057143,0.277714286,0.5968,0.264457143,0.460114286
2019/4/18,0.5936,0.846857143,0.356342857,0.315885714,0.348342857,0.7424,0.267428571,0.570514286,0.247314286,0.434057143
2019/4/19,0.6256,0.866742857,0.3712,0.322971429,0.355428571,0.762971429,0.274742857,0.603885714,0.2576,0.460571429
2019/4/22,0.553828571,0.844571429,0.351771429,0.319314286,0.342857143,0.701028571,0.264457143,0.542628571,0.262628571,0.418514286
2019/4/23,0.539428571,0.850514286,0.3152,0.295314286,0.335542857,0.692342857,0.241142857,0.527314286,0.243428571,0.389257143
2019/4/24,0.547428571,0.857828571,0.365942857,0.316114286,0.3568,0.7056,0.257828571,0.543085714,0.263771429,0.412114286
2019/4/25,0.500114286,0.816,0.288457143,0.276114286,0.330514286,0.635428571,0.220114286,0.480228571,0.227657143,0.3424
2019/4/26,0.4544,0.793371429,0.2944,0.261028571,0.298285714,0.578971429,0.207542857,0.449828571,0.215314286,0.314514286
2019/4/29,0.4672,0.812114286,0.2592,0.257828571,0.322742857,0.579885714,0.200457143,0.445485714,0.196571429,0.2976
2019/4/30,0.434971429,0.805257143,0.255314286,0.254171429,0.345828571,0.542171429,0.195428571,0.427657143,0.193828571,0.284571429
2019/5/6,0.301257143,0.722742857,0.174857143,0.213714286,0.231542857,0.400228571,0.131428571,0.275657143,0.144,0.192
2019/5/7,0.309714286,0.738057143,0.178742857,0.226514286,0.258742857,0.4176,0.140114286,0.296228571,0.151314286,0.205028571
2019/5/8,0.276342857,0.721828571,0.176,0.212571429,0.239542857,0.380342857,0.122057143,0.263314286,0.1488,0.191542857
2019/5/9,0.248457143,0.667428571,0.159085714,0.201828571,0.202742857,0.341028571,0.1136,0.228114286,0.1408,0.174171429
2019/5/10,0.291428571,0.739428571,0.191542857,0.2224,0.228571429,0.409142857,0.136685714,0.295314286,0.161371429,0.209828571
2019/5/13,0.256457143,0.7168,0.170742857,0.204342857,0.215085714,0.365028571,0.125942857,0.261257143,0.158171429,0.193142857
2019/5/14,0.251657143,0.709028571,0.170971429,0.204342857,0.2096,0.355885714,0.120228571,0.248228571,0.154285714,0.186971429
2019/5/15,0.275885714,0.761371429,0.181257143,0.229028571,0.245714286,0.399771429,0.136,0.292571429,0.167771429,0.211657143
2019/5/16,0.286857143,0.770057143,0.170742857,0.229485714,0.258285714,0.409828571,0.139428571,0.301714286,0.172342857,0.216685714
2019/5/17,0.251428571,0.7264,0.144914286,0.203428571,0.2192,0.354742857,0.117257143,0.244114286,0.147885714,0.179657143
2019/5/20,0.249371429,0.694171429,0.146057143,0.204114286,0.202057143,0.346514286,0.117485714,0.236342857,0.146057143,0.1776
2019/5/21,0.269714286,0.715428571,0.1648,0.230171429,0.224228571,0.376685714,0.134857143,0.271542857,0.164342857,0.204342857
2019/5/22,0.266971429,0.713142857,0.203657143,0.229714286,0.224,0.372114286,0.135542857,0.264,0.164342857,0.2
2019/5/23,0.233828571,0.650742857,0.178971429,0.198171429,0.193371429,0.327542857,0.112685714,0.2176,0.145371429,0.170285714
2019/5/24,0.240914286,0.670171429,0.134171429,0.198628571,0.194285714,0.3344,0.1088,0.220342857,0.141028571,0.166857143
2019/5/27,0.290514286,0.690971429,0.166171429,0.235428571,0.215771429,0.384,0.1392,0.270171429,0.166171429,0.213257143
2019/5/28,0.288914286,0.718171429,0.163885714,0.229257143,0.216457143,0.395885714,0.1296,0.280685714,0.160914286,0.213942857
2019/5/29,0.2832,0.707657143,0.1504,0.231085714,0.205257143,0.385371429,0.124342857,0.273371429,0.160228571,0.210285714
2019/5/30,0.272457143,0.673371429,0.133942857,0.2176,0.202057143,0.368457143,0.116342857,0.255542857,0.152,0.196342857
2019/5/31,0.258514286,0.662857143,0.127314286,0.231085714,0.2016,0.355885714,0.114057143,0.242285714,0.149485714,0.188571429
2019/6/3,0.218057143,0.661485714,0.119771429,0.211885714,0.185142857,0.333257143,0.104457143,0.217828571,0.133714286,0.149257143
2019/6/4,0.205028571,0.623085714,0.1088,0.195428571,0.168685714,0.311085714,0.096914286,0.191771429,0.122285714,0.1248
2019/6/5,0.240457143,0.6144,0.111771429,0.1952,0.120685714,0.325028571,0.094857143,0.2032,0.122285714,0.143085714
2019/6/6,0.226742857,0.570742857,0.0944,0.182857143,0.1088,0.304914286,0.085942857,0.184914286,0.110857143,0.120914286
2019/6/10,0.279085714,0.625142857,0.112228571,0.1952,0.122285714,0.354057143,0.091885714,0.2224,0.126857143,0.165028571
2019/6/11,0.314514286,0.713142857,0.140342857,0.234057143,0.168228571,0.410971429,0.116342857,0.289371429,0.154971429,0.210971429
2019/6/12,0.299657143,0.701257143,0.132342857,0.223085714,0.161371429,0.391771429,0.1088,0.2688,0.1488,0.197028571
2019/6/13,0.288914286,0.688914286,0.133485714,0.212571429,0.162514286,0.384914286,0.1104,0.263542857,0.1456,0.193828571
2019/6/14,0.265828571,0.670628571,0.120685714,0.193828571,0.150857143,0.358857143,0.098057143,0.231771429,0.128228571,0.159314286
2019/6/17,0.241142857,0.762742857,0.124571429,0.218971429,0.186971429,0.418742857,0.105371429,0.282285714,0.128685714,0.179428571
2019/6/18,0.244342857,0.7664,0.128914286,0.212342857,0.190628571,0.425371429,0.104685714,0.288228571,0.127771429,0.1824
2019/6/19,0.215771429,0.7872,0.149714286,0.231314286,0.205714286,0.4192,0.118857143,0.298971429,0.135542857,0.173942857
2019/6/20,0.272,0.823314286,0.172114286,0.253942857,0.225142857,0.485714286,0.133942857,0.364114286,0.149257143,0.209371429
2019/6/21,0.275885714,0.823314286,0.186285714,0.264,0.2304,0.500114286,0.147428571,0.379657143,0.163885714,0.2256
2019/6/24,0.304457143,0.8384,0.185371429,0.269714286,0.245714286,0.520457143,0.155428571,0.395885714,0.168457143,0.248
2019/6/25,0.268342857,0.818742857,0.171657143,0.252114286,0.2416,0.485714286,0.143085714,0.368914286,0.1584,0.224228571
2019/6/26,0.257828571,0.820342857,0.200685714,0.256685714,0.253942857,0.479542857,0.139657143,0.362057143,0.161828571,0.2208
2019/6/27,0.277257143,0.835885714,0.221942857,0.266742857,0.265371429,0.504685714,0.150857143,0.384228571,0.173257143,0.236342857
2019/6/28,0.242285714,0.785828571,0.206857143,0.248,0.248914286,0.472685714,0.132342857,0.3568,0.1504,0.194971429
2019/7/1,0.304457143,0.847314286,0.259657143,0.298057143,0.2976,0.564571429,0.162285714,0.427428571,0.184685714,0.256228571
2019/7/2,0.290971429,0.844571429,0.231314286,0.284114286,0.295542857,0.554057143,0.156571429,0.4144,0.177371429,0.240685714
2019/7/3,0.248914286,0.818285714,0.2048,0.278857143,0.274057143,0.500342857,0.147657143,0.354971429,0.167771429,0.205942857
2019/7/4,0.248,0.796342857,0.191542857,0.258971429,0.2496,0.487542857,0.143085714,0.344457143,0.162285714,0.199314286
2019/7/5,0.251657143,0.835885714,0.210742857,0.277028571,0.285028571,0.497828571,0.151314286,0.352228571,0.1696,0.208228571
2019/7/8,0.198857143,0.826057143,0.181485714,0.239314286,0.255314286,0.424685714,0.1152,0.285257143,0.136685714,0.169828571
2019/7/9,0.189485714,0.820571429,0.186971429,0.242285714,0.2512,0.411657143,0.117942857,0.2752,0.138742857,0.167771429
2019/7/10,0.175085714,0.822628571,0.183085714,0.238628571,0.256,0.3696,0.109942857,0.254171429,0.130971429,0.155657143
2019/7/11,0.178057143,0.812114286,0.183771429,0.2112,0.253714286,0.370971429,0.110171429,0.254857143,0.130057143,0.1568
2019/7/12,0.187885714,0.779657143,0.179657143,0.228114286,0.248,0.384685714,0.113371429,0.271542857,0.132342857,0.164114286
2019/7/15,0.192914286,0.785142857,0.215542857,0.242742857,0.264,0.446171429,0.128685714,0.318857143,0.144914286,0.184228571
2019/7/16,0.191314286,0.773028571,0.212342857,0.239085714,0.256914286,0.440228571,0.132342857,0.324342857,0.1456,0.183771429
2019/7/17,0.223542857,0.818971429,0.212114286,0.242514286,0.251885714,0.471085714,0.130971429,0.350857143,0.149028571,0.211885714
2019/7/18,0.198857143,0.794742857,0.180114286,0.215771429,0.2256,0.441371429,0.112228571,0.3136,0.126857143,0.178514286
2019/7/19,0.222171429,0.8,0.177371429,0.225828571,0.223314286,0.462857143,0.121371429,0.3376,0.132342857,0.191085714
2019/7/22,0.195428571,0.793828571,0.165028571,0.195428571,0.209828571,0.441142857,0.097371429,0.307428571,0.109714286,0.162742857
2019/7/23,0.194514286,0.784,0.188114286,0.203885714,0.2192,0.440685714,0.109028571,0.3136,0.119771429,0.169142857
2019/7/24,0.221485714,0.794057143,0.212342857,0.222857143,0.236342857,0.471542857,0.124342857,0.346285714,0.132114286,0.189485714
2019/7/25,0.232457143,0.803885714,0.236571429,0.221257143,0.238171429,0.493942857,0.130057143,0.366628571,0.1344,0.199771429
2019/7/26,0.24,0.800685714,0.242057143,0.223542857,0.253942857,0.499428571,0.1328,0.372342857,0.137142857,0.203428571
2019/7/29,0.240228571,0.818971429,0.257142857,0.225142857,0.241828571,0.502171429,0.135314286,0.373942857,0.141257143,0.209371429
2019/7/30,0.253257143,0.826057143,0.248914286,0.229942857,0.253028571,0.512685714,0.141942857,0.384914286,0.149257143,0.217371429
2019/7/31,0.220571429,0.803428571,0.242742857,0.214857143,0.2368,0.4816,0.134857143,0.358171429,0.131885714,0.194514286
2019/8/1,0.192,0.782857143,0.2336,0.209371429,0.224457143,0.4496,0.1232,0.3264,0.126628571,0.179428571
2019/8/2,0.162742857,0.755657143,0.195657143,0.178742857,0.1952,0.400914286,0.101942857,0.271085714,0.107885714,0.149714286
2019/8/5,0.136914286,0.720228571,0.169828571,0.137371429,0.169142857,0.3504,0.086628571,0.202057143,0.101257143,0.1264
2019/8/6,0.128457143,0.683428571,0.154285714,0.12,0.16,0.314971429,0.074971429,0.1616,0.089828571,0.108571429
2019/8/7,0.124571429,0.6688,0.136685714,0.119314286,0.161142857,0.303542857,0.072,0.152457143,0.089142857,0.106057143
2019/8/8,0.133942857,0.696914286,0.155657143,0.121828571,0.1856,0.3424,0.077257143,0.182857143,0.0928,0.117714286
2019/8/9,0.128914286,0.666971429,0.131657143,0.112914286,0.183314286,0.3104,0.069257143,0.153828571,0.0864,0.105142857
2019/8/12,0.138285714,0.707885714,0.1824,0.125485714,0.205485714,0.361371429,0.084342857,0.202285714,0.096685714,0.126171429
2019/8/13,0.129828571,0.690742857,0.163428571,0.114742857,0.1952,0.324114286,0.076571429,0.170285714,0.094171429,0.114971429
2019/8/14,0.131428571,0.714057143,0.175542857,0.122514286,0.221257143,0.338057143,0.084114286,0.186057143,0.098742857,0.121828571
2019/8/15,0.132571429,0.712914286,0.194514286,0.123657143,0.223542857,0.339657143,0.088,0.192,0.102628571,0.126857143
2019/8/16,0.130057143,0.732114286,0.206857143,0.118628571,0.251428571,0.338971429,0.092342857,0.198628571,0.105828571,0.130742857
2019/8/19,0.146514286,0.754742857,0.274057143,0.154971429,0.284114286,0.395657143,0.123428571,0.259657143,0.125714286,0.167314286
2019/8/20,0.144228571,0.764114286,0.276571429,0.1472,0.285714286,0.3936,0.125714286,0.258057143,0.129828571,0.168228571
2019/8/21,0.145371429,0.754742857,0.296685714,0.173257143,0.279542857,0.394742857,0.134171429,0.266057143,0.133028571,0.168914286
2019/8/22,0.143314286,0.775314286,0.293028571,0.170285714,0.307428571,0.3984,0.138742857,0.269485714,0.138742857,0.173942857
2019/8/23,0.153371429,0.793371429,0.293942857,0.1648,0.374171429,0.4144,0.140342857,0.295771429,0.136914286,0.179428571
2019/8/26,0.135314286,0.762971429,0.264228571,0.139885714,0.390171429,0.370971429,0.125028571,0.247314286,0.128457143,0.160228571
2019/8/27,0.148571429,0.823314286,0.295314286,0.165942857,0.4128,0.411885714,0.154285714,0.298514286,0.161371429,0.187657143
2019/8/28,0.140114286,0.830628571,0.292342857,0.176,0.381714286,0.401371429,0.1616,0.289371429,0.156571429,0.183542857
2019/8/29,0.135085714,0.830857143,0.311085714,0.160228571,0.36,0.384228571,0.163657143,0.272685714,0.161142857,0.176914286
2019/8/30,0.134171429,0.858742857,0.266514286,0.153142857,0.354742857,0.390628571,0.145371429,0.270171429,0.138514286,0.169142857
2019/9/2,0.146514286,0.8688,0.3504,0.197028571,0.385828571,0.4272,0.1824,0.32,0.180342857,0.199085714
2019/9/3,0.1472,0.863085714,0.3872,0.203885714,0.3664,0.429485714,0.190628571,0.322742857,0.191314286,0.205485714
2019/9/4,0.166171429,0.856,0.3936,0.214628571,0.361828571,0.442285714,0.199542857,0.3344,0.196571429,0.2224
2019/9/5,0.173485714,0.857142857,0.431085714,0.2144,0.360457143,0.466057143,0.205714286,0.352228571,0.203657143,0.237257143
2019/9/6,0.189028571,0.856914286,0.451428571,0.218514286,0.3824,0.488228571,0.208685714,0.372571429,0.207771429,0.2464
2019/9/9,0.1968,0.858971429,0.568457143,0.244342857,0.3952,0.504457143,0.2272,0.397485714,0.228571429,0.277257143
2019/9/10,0.190628571,0.854171429,0.532114286,0.249371429,0.420342857,0.498057143,0.2272,0.394285714,0.234285714,0.274285714
2019/9/11,0.194514286,0.827657143,0.505142857,0.248228571,0.383771429,0.485257143,0.224457143,0.380342857,0.229257143,0.264
2019/9/12,0.218742857,0.849371429,0.538057143,0.261257143,0.397485714,0.5248,0.233142857,0.424685714,0.239542857,0.295542857
2019/9/16,0.214857143,0.8464,0.581714286,0.261714286,0.399771429,0.519314286,0.236114286,0.416457143,0.249371429,0.297371429
2019/9/17,0.178285714,0.842742857,0.508114286,0.237028571,0.376914286,0.459657143,0.218514286,0.365028571,0.224685714,0.251885714
2019/9/18,0.180342857,0.869028571,0.518628571,0.2368,0.402742857,0.474742857,0.224,0.378971429,0.230171429,0.264457143
2019/9/19,0.181257143,0.864,0.5664,0.2512,0.408914286,0.4832,0.229942857,0.3872,0.241828571,0.275885714
2019/9/20,0.184,0.8656,0.5952,0.255771429,0.426971429,0.490514286,0.233828571,0.394285714,0.242514286,0.277257143
2019/9/23,0.165714286,0.848685714,0.616914286,0.2352,0.386742857,0.457371429,0.226742857,0.365485714,0.230628571,0.260571429
2019/9/24,0.163428571,0.863085714,0.630857143,0.261028571,0.416228571,0.464457143,0.232914286,0.371885714,0.2416,0.2704
2019/9/25,0.152457143,0.851885714,0.510857143,0.232228571,0.3872,0.437485714,0.210514286,0.342628571,0.215085714,0.2352
2019/9/26,0.154057143,0.837942857,0.427428571,0.198628571,0.359314286,0.4272,0.186971429,0.322742857,0.1744,0.208
2019/9/27,0.152914286,0.847542857,0.488228571,0.2208,0.368914286,0.436342857,0.197942857,0.3344,0.191771429,0.218514286
2019/9/30,0.141942857,0.832685714,0.415314286,0.198857143,0.354285714,0.402057143,0.178057143,0.299428571,0.170742857,0.194514286
2019/10/8,0.155885714,0.837485714,0.377371429,0.188114286,0.359771429,0.415771429,0.174171429,0.306742857,0.167085714,0.197257143
2019/10/9,0.167542857,0.826514286,0.386742857,0.205714286,0.344914286,0.424685714,0.188571429,0.318857143,0.1856,0.210285714
2019/10/10,0.176228571,0.847771429,0.437942857,0.234971429,0.422171429,0.444114286,0.213485714,0.3472,0.213257143,0.238171429
2019/10/11,0.199542857,0.8576,0.450057143,0.231771429,0.4352,0.488914286,0.220114286,0.383771429,0.2208,0.2656
2019/10/14,0.229028571,0.868571429,0.513142857,0.255771429,0.458514286,0.528457143,0.239314286,0.423771429,0.2432,0.302857143
2019/10/15,0.216914286,0.877257143,0.427885714,0.225828571,0.464914286,0.517942857,0.224,0.4064,0.222857143,0.282742857
2019/10/16,0.213028571,0.850514286,0.423314286,0.196571429,0.482742857,0.501942857,0.219428571,0.392914286,0.216914286,0.272457143
