,国证价值,内地消费,中证信息,中证新能,中证医药,沪深300,中证500,中证800,中证1000,国证A指
date,399371.SZ,000942.SH,000935.SH,399808.SZ,000933.SH,000300.SH,000905.SH,000906.SH,000852.SH,399317.SZ
2012/8/22,,,,,,0.010285714,0.074742857,0.017371429,,0.029714286
2012/8/23,,,,,,0.011885714,0.076571429,0.018514286,,0.033828571
2012/8/24,,,,,,0.005257143,0.052571429,0.0096,,0.018514286
2012/8/27,,,,,,0.004342857,0.0368,0.008,,0.013257143
2012/8/28,,,,,,0.005485714,0.0416,0.008914286,,0.016
2012/8/29,,,,,,0.004114286,0.042742857,0.008228571,,0.0144
2012/8/30,,,,,,0.004571429,0.035657143,0.005942857,,0.012571429
2012/8/31,,,,,,0.002971429,0.0384,0.005942857,,0.0128
2012/9/3,,,,,,0.005257143,0.049142857,0.010285714,,0.018057143
2012/9/4,,,,,,0.002285714,0.040685714,0.005485714,,0.012571429
2012/9/5,,,,,,0.002057143,0.044571429,0.005485714,,0.012571429
2012/9/6,,,,,,0.005942857,0.057371429,0.009828571,,0.020114286
2012/9/7,,,,,,0.028114286,0.094171429,0.033371429,,0.047314286
2012/9/10,,,,,,0.032914286,0.115657143,0.038171429,,0.056457143
2012/9/11,,,,,,0.0272,0.112228571,0.032914286,,0.050514286
2012/9/12,,,,,,0.030857143,0.126171429,0.037257143,,0.056457143
2012/9/13,,,,,,0.023085714,0.106742857,0.0288,,0.044114286
2012/9/14,,,,,,0.037257143,0.1248,0.04,,0.057142857
2012/9/17,,,,,,0.022628571,0.096457143,0.026514286,,0.035428571
2012/9/18,,,,,,0.016457143,0.080228571,0.019657143,,0.028571429
2012/9/19,,,,,,0.018971429,0.089828571,0.0224,,0.030857143
2012/9/20,,,,,,0.008457143,0.056914286,0.012114286,,0.017371429
2012/9/21,,,,,,0.007314286,0.046628571,0.010971429,,0.015771429
2012/9/24,,,,,,0.010971429,0.052114286,0.0144,,0.019428571
2012/9/25,,,,,,0.007314286,0.044114286,0.010514286,,0.015542857
2012/9/26,,,,,,0.002285714,0.0304,0.003657143,,0.006857143
2012/9/27,,,,,,0.021942857,0.041371429,0.021485714,,0.023542857
2012/9/28,,,,,,0.029257143,0.057828571,0.0304,,0.036114286
2012/10/8,,,,,,0.027657143,0.060114286,0.029257143,,0.033371429
2012/10/9,,,,,,0.046171429,0.094171429,0.045942857,,0.053714286
2012/10/10,,,,,,0.049142857,0.1072,0.049828571,,0.0592
2012/10/11,,,,,,0.038628571,0.089371429,0.039314286,,0.047314286
2012/10/12,,,,,,0.040685714,0.081371429,0.038628571,,0.047771429
2012/10/15,,,,,,0.035885714,0.072457143,0.034971429,,0.041828571
2012/10/16,,,,,,0.037942857,0.081142857,0.037942857,,0.045485714
2012/10/17,,,,,,0.044342857,0.089142857,0.044571429,,0.051428571
2012/10/18,,,,,,0.060342857,0.111542857,0.060571429,,0.069942857
2012/10/19,,,,,,0.058971429,0.113371429,0.059657143,,0.068114286
2012/10/22,,,,,,0.063085714,0.119085714,0.063771429,,0.072685714
2012/10/23,,,,,,0.050742857,0.107657143,0.048914286,,0.059428571
2012/10/24,,,,,,0.048914286,0.1072,0.047085714,,0.056914286
2012/10/25,,,,,,0.042057143,0.099428571,0.042057143,,0.049142857
2012/10/26,,,,,,0.027428571,0.077485714,0.027428571,,0.031542857
2012/10/29,,,,,,0.023771429,0.077028571,0.024228571,,0.026742857
2012/10/30,,,,,,0.0256,0.087542857,0.025828571,,0.029028571
2012/10/31,,,,,,0.026285714,0.094857143,0.027657143,,0.0304
2012/11/1,,,,,,0.0416,0.1248,0.042971429,,0.049142857
2012/11/2,,,,,,0.047314286,0.132342857,0.048,,0.054171429
2012/11/5,,,,,,0.045257143,0.124342857,0.045714286,,0.050514286
2012/11/6,,,,,,0.040685714,0.112228571,0.040914286,,0.045257143
2012/11/7,,,,,,0.039085714,0.105142857,0.038628571,,0.042057143
2012/11/8,,,,,,0.027657143,0.075885714,0.026742857,,0.0256
2012/11/9,,,,,,0.026971429,0.0704,0.024457143,,0.023771429
2012/11/12,,,,,,0.032685714,0.077485714,0.032,,0.032
2012/11/13,,,,,,0.0192,0.049828571,0.016914286,,0.016685714
2012/11/14,,,,,,0.021257143,0.050742857,0.019657143,,0.018514286
2012/11/15,,,,,,0.013257143,0.032685714,0.011428571,,0.011657143
2012/11/16,,,,,,0.008914286,0.029028571,0.009142857,,0.009371429
2012/11/19,,,,,,0.008457143,0.029257143,0.008228571,,0.009828571
2012/11/20,,,,,,0.008457143,0.027885714,0.008228571,,0.009142857
2012/11/21,,,,,,0.015085714,0.037714286,0.014628571,,0.015771429
2012/11/22,,,,,,0.012571429,0.029714286,0.012114286,,0.013028571
2012/11/23,,,,,,0.017828571,0.034514286,0.016914286,,0.016685714
2012/11/26,,,,,,0.014628571,0.029028571,0.013028571,,0.013485714
2012/11/27,,,,,,0.012114286,0.016914286,0.010514286,,0.010057143
2012/11/28,,,,,,0.010057143,0.013028571,0.007314286,,0.007542857
2012/11/29,,,,,,0.006171429,0.009828571,0.004114286,,0.003885714
2012/11/30,,,,,,0.0112,0.0144,0.007542857,,0.008914286
2012/12/3,,,,,,0.006628571,0.008914286,0.004114286,,0.003885714
2012/12/4,,,,,,0.013028571,0.0144,0.009371429,,0.009828571
2012/12/5,,,,,,0.037714286,0.026971429,0.030171429,,0.023542857
2012/12/6,,,,,,0.036571429,0.026742857,0.0288,,0.023085714
2012/12/7,,,,,,0.0544,0.0384,0.0432,,0.036114286
2012/12/10,,,,,,0.063542857,0.053028571,0.054857143,,0.045028571
2012/12/11,,,,,,0.059885714,0.047771429,0.0512,,0.042285714
2012/12/12,,,,,,0.0656,0.049371429,0.054857143,,0.045257143
2012/12/13,,,,,,0.0544,0.034514286,0.042971429,,0.035885714
2012/12/14,,,,,,0.109714286,0.0784,0.098742857,,0.083428571
2012/12/17,,,,,,0.114057143,0.087542857,0.104,,0.090285714
2012/12/18,,,,,,0.116571429,0.085257143,0.106057143,,0.091885714
2012/12/19,,,,,,0.118171429,0.094857143,0.109485714,,0.0976
2012/12/20,,,,,,0.1232,0.101257143,0.114742857,,0.1024
2012/12/21,,,,,,0.113371429,0.099428571,0.106742857,,0.096914286
2012/12/24,,,,,,0.116114286,0.1088,0.111085714,,0.103771429
2012/12/25,,,,,,0.148114286,0.140571429,0.142628571,,0.136914286
2012/12/26,,,,,,0.1504,0.159771429,0.146514286,,0.143085714
2012/12/27,,,,,,0.145142857,0.148114286,0.139657143,,0.136228571
2012/12/28,,,,,,0.159085714,0.1648,0.153828571,,0.150857143
2012/12/31,,,,,,0.174171429,0.182857143,0.168457143,,0.165257143
2013/1/4,,,,,,0.183542857,0.176685714,0.174628571,,0.168457143
2013/1/7,,,,,,0.187885714,0.187657143,0.1792,,0.175542857
2013/1/8,,,,,,0.179657143,0.202057143,0.176457143,,0.175314286
2013/1/9,,,,,,0.178971429,0.200685714,0.175085714,,0.174857143
2013/1/10,,,,,,0.1856,0.216685714,0.1808,,0.181257143
2013/1/11,,,,,,0.168914286,0.179885714,0.162742857,,0.160685714
2013/1/14,,,,,,0.208685714,0.231542857,0.199771429,,0.199542857
2013/1/15,,,,,,0.216685714,0.252114286,0.209828571,,0.211428571
2013/1/16,,,,,,0.205257143,0.250742857,0.2,,0.205257143
2013/1/17,,,,,,0.190171429,0.237485714,0.186971429,,0.190857143
2013/1/18,,,,,,0.212571429,0.252571429,0.205942857,,0.2112
2013/1/21,,,,,,0.2192,0.260114286,0.213028571,,0.218285714
2013/1/22,,,,,,0.212114286,0.240914286,0.202057143,,0.205942857
2013/1/23,,,,,,0.218514286,0.245028571,0.208914286,,0.210285714
2013/1/24,,,,,,0.208228571,0.218971429,0.197714286,,0.1952
2013/1/25,,,,,,0.199314286,0.218742857,0.191085714,,0.188342857
2013/1/28,,,,,,0.247085714,0.257371429,0.234057143,,0.234057143
2013/1/29,,,,,,0.255085714,0.267885714,0.245257143,,0.245028571
2013/1/30,,,,,,0.271771429,0.272914286,0.2624,,0.256685714
2013/1/31,,,,,,0.275885714,0.2656,0.264,,0.257371429
2013/2/1,,,,,,0.304,0.275657143,0.290285714,,0.277028571
2013/2/4,,,0.168685714,,0.549942857,0.310628571,0.266057143,0.294171429,,0.278171429
2013/2/5,,,0.1904,,0.579657143,0.3136,0.278171429,0.297828571,,0.286171429
2013/2/6,,,0.2048,,0.614857143,0.314971429,0.285257143,0.301485714,,0.291657143
2013/2/7,,,0.227428571,,0.631771429,0.303542857,0.2896,0.290514286,,0.282971429
2013/2/8,,,0.2464,,0.6592,0.3104,0.304228571,0.300114286,,0.298971429
2013/2/18,,,0.258742857,,0.658285714,0.295314286,0.311085714,0.291428571,,0.294171429
2013/2/19,,,0.243428571,,0.647314286,0.2656,0.2912,0.2608,,0.263085714
2013/2/20,,,0.254171429,,0.715885714,0.270857143,0.311542857,0.272457143,,0.273371429
2013/2/21,,,0.231771429,,0.6848,0.218285714,0.287085714,0.221257143,,0.230857143
2013/2/22,,,0.238171429,,0.654857143,0.209828571,0.285257143,0.211428571,,0.225142857
2013/2/25,,,0.258742857,,0.677257143,0.2176,0.301485714,0.223542857,,0.237257143
2013/2/26,,,0.2576,,0.671542857,0.192228571,0.2864,0.198857143,,0.214628571
2013/2/27,,,0.249828571,,0.6448,0.211428571,0.286171429,0.2128,,0.228342857
2013/2/28,,,0.277485714,,0.669257143,0.257371429,0.314514286,0.256685714,,0.266742857
2013/3/1,,,0.297142857,,0.7056,0.2512,0.326628571,0.253942857,,0.269714286
2013/3/4,,,0.269714286,,0.677714286,0.178742857,0.279542857,0.181942857,,0.201828571
2013/3/5,,,0.322971429,,0.727771429,0.224228571,0.309485714,0.229714286,,0.247314286
2013/3/6,,,0.372342857,,0.747885714,0.241828571,0.329828571,0.246628571,,0.2656
2013/3/7,,,0.346742857,,0.706285714,0.219657143,0.316114286,0.2256,,0.248914286
2013/3/8,,,0.322285714,,0.687771429,0.211657143,0.300571429,0.215314286,,0.237942857
2013/3/11,,,0.331428571,,0.689828571,0.204114286,0.299657143,0.209828571,,0.232457143
2013/3/12,,,0.2816,,0.6304,0.185142857,0.262857143,0.186971429,,0.206171429
2013/3/13,,,0.276571429,,0.605257143,0.173942857,0.250285714,0.1744,,0.1904
2013/3/14,,,0.299885714,,0.642971429,0.178971429,0.256457143,0.178057143,,0.1952
2013/3/15,,,0.313142857,,0.655771429,0.184914286,0.263771429,0.186285714,,0.202742857
2013/3/18,,,0.304,,0.641142857,0.160685714,0.248914286,0.165028571,,0.177828571
2013/3/19,,,0.290971429,,0.616914286,0.173028571,0.252571429,0.172571429,,0.186971429
2013/3/20,,,0.330514286,,0.653028571,0.224914286,0.281828571,0.2208,,0.237942857
2013/3/21,,,0.371657143,,0.682742857,0.232,0.3008,0.232,,0.253028571
2013/3/22,,,0.376457143,,0.698971429,0.2352,0.309257143,0.2368,,0.256685714
2013/3/25,,,0.373714286,,0.685942857,0.222628571,0.305142857,0.223314286,,0.245485714
2013/3/26,,,0.379885714,,0.698514286,0.190628571,0.293485714,0.194742857,,0.221028571
2013/3/27,,,0.381942857,,0.693714286,0.189485714,0.293257143,0.1904,,0.216
2013/3/28,,,0.343542857,,0.667885714,0.139428571,0.245028571,0.149028571,,0.163885714
2013/3/29,,,0.348114286,,0.642057143,0.135771429,0.235428571,0.146742857,,0.1632
2013/4/1,,,0.347885714,,0.641142857,0.133714286,0.241371429,0.147657143,,0.165257143
2013/4/2,,,0.295314286,,0.562971429,0.131428571,0.216,0.140114286,,0.157028571
2013/4/3,,,0.280228571,,0.559085714,0.130742857,0.200685714,0.137142857,,0.152914286
2013/4/8,,,0.3152,,0.585142857,0.124571429,0.2032,0.130514286,,0.148571429
2013/4/9,,,0.309028571,,0.549028571,0.129142857,0.215542857,0.140114286,,0.1584
2013/4/10,,,0.291657143,,0.520457143,0.128,0.211885714,0.138285714,,0.155657143
2013/4/11,,,0.287542857,,0.522742857,0.127314286,0.1984,0.135085714,,0.152457143
2013/4/12,,,0.268571429,,0.506514286,0.1216,0.1856,0.1264,,0.1408
2013/4/15,,,0.226057143,,0.496914286,0.109257143,0.159314286,0.111314286,,0.1264
2013/4/16,,,0.231542857,,0.495771429,0.1136,0.167542857,0.117942857,,0.133028571
2013/4/17,,,0.276114286,,0.532342857,0.113371429,0.184,0.120914286,,0.137828571
2013/4/18,,,0.294628571,,0.528457143,0.120685714,0.196571429,0.125942857,,0.144457143
2013/4/19,,,0.345371429,,0.564342857,0.161142857,0.236114286,0.166628571,,0.186742857
2013/4/22,,,0.380342857,,0.587885714,0.157714286,0.251657143,0.169142857,,0.191542857
2013/4/23,,,0.370285714,,0.526628571,0.109028571,0.199771429,0.117714286,,0.139657143
2013/4/24,,,0.384457143,,0.568457143,0.130285714,0.2288,0.141257143,,0.1664
2013/4/25,,,0.344228571,,0.557028571,0.113828571,0.189714286,0.120457143,,0.1424
2013/4/26,,,0.314057143,,0.505371429,0.087771429,0.148571429,0.093485714,,0.1152
2013/5/2,,,0.333942857,,0.4928,0.079314286,0.141028571,0.082742857,,0.098742857
2013/5/3,,,0.359771429,,0.537371429,0.097371429,0.1712,0.103314286,,0.127542857
2013/5/6,,,0.400685714,,0.567771429,0.119542857,0.210971429,0.125942857,,0.154971429
2013/5/7,,,0.380114286,,0.5584,0.1232,0.215771429,0.130285714,,0.160685714
2013/5/8,,,0.410285714,,0.596571429,0.135314286,0.234742857,0.144457143,,0.174857143
2013/5/9,,,0.410057143,,0.581028571,0.124114286,0.230857143,0.1344,,0.1696
2013/5/10,,,0.3904,,0.578057143,0.134171429,0.242285714,0.143085714,,0.180342857
2013/5/13,,,0.416457143,,0.571885714,0.1248,0.258285714,0.1376,,0.1792
2013/5/14,,,0.400685714,,0.552457143,0.0976,0.228114286,0.112457143,,0.153828571
2013/5/15,,,0.441828571,,0.5872,0.104457143,0.264228571,0.122514286,,0.170742857
2013/5/16,,,0.447771429,,0.6,0.1392,0.291657143,0.154514286,,0.1968
2013/5/17,,,0.469942857,,0.605714286,0.171657143,0.315657143,0.186285714,,0.224685714
2013/5/20,,,0.487314286,,0.556114286,0.183771429,0.339428571,0.201371429,,0.243428571
2013/5/21,,,0.523885714,,0.562514286,0.1888,0.366171429,0.208457143,,0.252571429
2013/5/22,,,0.494171429,,0.557714286,0.187885714,0.342628571,0.205257143,,0.246171429
2013/5/23,,,0.500342857,,0.558628571,0.157028571,0.325942857,0.176457143,,0.224685714
2013/5/24,,,0.528,,0.579885714,0.168228571,0.351771429,0.191542857,,0.242742857
2013/5/27,,,0.533028571,,0.601142857,0.167314286,0.372342857,0.197028571,,0.250285714
2013/5/28,,,0.507657143,,0.5984,0.207771429,0.376457143,0.228342857,,0.269485714
2013/5/29,,,0.513142857,,0.623314286,0.209371429,0.388342857,0.232228571,,0.276342857
2013/5/30,,,0.497828571,,0.638628571,0.203657143,0.384914286,0.226514286,,0.272914286
2013/5/31,,,0.485485714,,0.645028571,0.1856,0.376228571,0.215771429,,0.266514286
2013/6/3,,,0.480685714,,0.635428571,0.183542857,0.363885714,0.208,,0.255085714
2013/6/4,,,0.458285714,,0.604342857,0.1584,0.331657143,0.179885714,,0.226285714
2013/6/5,,0.150171429,0.474514286,,0.5888,0.1552,0.342857143,0.178057143,,0.228571429
2013/6/6,,0.127771429,0.441828571,,0.556114286,0.117714286,0.307657143,0.143771429,,0.196342857
2013/6/7,,0.074742857,0.441371429,,0.551542857,0.102628571,0.274971429,0.122514286,,0.175314286
2013/6/13,,0.032,0.463085714,,0.533028571,0.093257143,0.226971429,0.106971429,,0.143542857
2013/6/14,,0.044342857,0.498057143,,0.5792,0.138285714,0.274971429,0.153142857,,0.196342857
2013/6/17,,0.032,0.496457143,,0.615771429,0.137371429,0.285257143,0.150857143,,0.196114286
2013/6/18,,0.054857143,0.4944,,0.6112,0.109485714,0.281142857,0.130514286,,0.179657143
2013/6/19,,0.064914286,0.502857143,,0.622628571,0.098971429,0.293714286,0.118628571,,0.170971429
2013/6/20,,0.033371429,0.496,,0.599085714,0.113371429,0.269485714,0.127085714,,0.167314286
2013/6/21,,0.031314286,0.4688,,0.577371429,0.0624,0.229028571,0.074971429,,0.107885714
2013/6/24,,0.0096,0.396571429,,0.497142857,0.035657143,0.1184,0.039542857,,0.052571429
2013/6/25,,0.013714286,0.411657143,,0.490971429,0.065828571,0.112914286,0.069028571,,0.081142857
2013/6/26,,0.017371429,0.460571429,,0.5264,0.028114286,0.128228571,0.032457143,,0.048914286
2013/6/27,,0.012342857,0.428571429,,0.508114286,0.023771429,0.103085714,0.026742857,,0.039771429
2013/6/28,,0.018514286,0.417142857,,0.489371429,0.0096,0.100342857,0.013485714,,0.032
2013/7/1,,0.026514286,0.464,,0.591314286,0.0128,0.108571429,0.0176,,0.042514286
2013/7/2,,0.039085714,0.491885714,,0.6624,0.016,0.137142857,0.025828571,,0.055085714
2013/7/3,,0.0384,0.507657143,,0.681371429,0.010514286,0.141028571,0.018971429,,0.048914286
2013/7/4,,0.045942857,0.495542857,,0.652342857,0.013942857,0.144685714,0.020571429,,0.053714286
2013/7/5,,0.045714286,0.479314286,,0.638171429,0.017828571,0.138971429,0.024914286,,0.055542857
2013/7/8,,0.028342857,0.426057143,,0.599542857,0.006171429,0.077714286,0.008914286,,0.0192
2013/7/9,,0.026971429,0.433142857,,0.618971429,0.007085714,0.087542857,0.010057143,,0.024
2013/7/10,,0.053942857,0.4704,,0.672,0.0208,0.151771429,0.0272,,0.059885714
2013/7/11,,0.071085714,0.5104,,0.716114286,0.037714286,0.207314286,0.051885714,,0.090742857
2013/7/12,,0.047085714,0.500342857,,0.722057143,0.025371429,0.190857143,0.035428571,,0.0752
2013/7/15,,0.072685714,0.535314286,,0.762971429,0.033142857,0.231771429,0.052571429,,0.097142857
2013/7/16,,0.093028571,0.555885714,,0.770971429,0.039542857,0.254171429,0.0592,,0.110171429
2013/7/17,,0.062171429,0.549942857,,0.753371429,0.030171429,0.249371429,0.050285714,,0.096228571
2013/7/18,,0.047542857,0.559771429,,0.746285714,0.0224,0.247771429,0.034285714,,0.0848
2013/7/19,,0.026742857,0.546285714,,0.722057143,0.014171429,0.207771429,0.026285714,,0.070857143
2013/7/22,,0.035428571,0.5824,,0.776,0.016457143,0.256914286,0.032457143,,0.086628571
2013/7/23,,0.0688,0.620571429,,0.805257143,0.035657143,0.306057143,0.062171429,,0.12
2013/7/24,,0.078857143,0.645485714,,0.829257143,0.032685714,0.327085714,0.0592,,0.120914286
2013/7/25,,0.067428571,0.591314286,,0.792685714,0.023085714,0.272914286,0.034742857,,0.089142857
2013/7/26,,0.056228571,0.589028571,,0.776685714,0.019657143,0.269714286,0.0304,,0.085257143
2013/7/29,,0.032457143,0.574628571,,0.767085714,0.009371429,0.234057143,0.0176,,0.063314286
2013/7/30,,0.032,0.545142857,,0.748342857,0.013028571,0.224228571,0.023085714,,0.071542857
2013/7/31,,0.031314286,0.5392,,0.736914286,0.013714286,0.237257143,0.024457143,,0.0752
2013/8/1,,0.0544,0.579428571,,0.768457143,0.030628571,0.283657143,0.046628571,,0.105828571
2013/8/2,,0.054628571,0.594285714,,0.765714286,0.032914286,0.289142857,0.049828571,,0.111085714
2013/8/5,,0.093028571,0.612114286,,0.802971429,0.043428571,0.328685714,0.072914286,,0.136
2013/8/6,,0.139885714,0.625828571,,0.806857143,0.048685714,0.347657143,0.082285714,,0.149028571
2013/8/7,,0.1376,0.612342857,,0.796114286,0.047085714,0.344,0.0784,,0.142857143
2013/8/8,,0.152457143,0.645942857,,0.833371429,0.055771429,0.372342857,0.088,,0.159542857
2013/8/9,,0.153142857,0.6336,,0.823771429,0.059885714,0.369828571,0.092114286,,0.1632
2013/8/12,,0.182171429,0.640914286,,0.834514286,0.093257143,0.400685714,0.125257143,,0.200457143
2013/8/13,,0.179428571,0.664,,0.845942857,0.103771429,0.421714286,0.140114286,,0.219885714
2013/8/14,0.097371429,0.181714286,0.674514286,,0.845714286,0.102628571,0.418285714,0.138742857,,0.218514286
2013/8/15,0.087771429,0.154971429,0.6624,,0.799085714,0.093028571,0.396342857,0.1248,,0.201142857
2013/8/16,0.085942857,0.117714286,0.625371429,,0.758628571,0.083885714,0.356342857,0.109714286,,0.173257143
2013/8/19,0.101942857,0.158857143,0.680228571,,0.785371429,0.100571429,0.3952,0.135085714,,0.212342857
2013/8/20,0.101257143,0.166857143,0.677485714,,0.779657143,0.099428571,0.4032,0.1328,,0.215542857
2013/8/21,0.090742857,0.1456,0.686628571,,0.767771429,0.090742857,0.410514286,0.127085714,,0.2096
2013/8/22,0.087771429,0.150857143,0.6928,,0.781714286,0.084342857,0.413028571,0.118628571,,0.204571429
2013/8/23,0.0736,0.1328,0.6864,,0.776914286,0.066971429,0.3968,0.100114286,,0.180571429
2013/8/26,0.099428571,0.167314286,0.704685714,,0.786971429,0.0912,0.433828571,0.124342857,,0.2176
2013/8/27,0.1024,0.174857143,0.704914286,,0.778971429,0.093485714,0.448457143,0.129828571,,0.231314286
2013/8/28,0.101028571,0.164114286,0.697142857,,0.7408,0.0928,0.441371429,0.127314286,,0.227428571
2013/8/29,0.096457143,0.154742857,0.688228571,,0.741714286,0.085257143,0.436342857,0.120457143,,0.215314286
2013/8/30,0.103314286,0.1312,0.647542857,,0.716342857,0.0816,0.408228571,0.112457143,,0.1984
2013/9/2,0.105142857,0.113828571,0.670857143,,0.728228571,0.0848,0.421257143,0.117257143,,0.208914286
2013/9/3,0.126857143,0.1536,0.693257143,,0.754514286,0.107885714,0.458742857,0.139885714,,0.243657143
2013/9/4,0.131885714,0.160457143,0.690742857,,0.745142857,0.109257143,0.469485714,0.142628571,,0.251657143
2013/9/5,0.131885714,0.169142857,0.693485714,,0.741942857,0.106057143,0.473142857,0.139885714,,0.252342857
2013/9/6,0.143314286,0.180571429,0.694857143,,0.746742857,0.114971429,0.486628571,0.152,,0.269257143
2013/9/9,0.203885714,0.218971429,0.707428571,,0.739885714,0.165485714,0.505371429,0.216914286,,0.323428571
2013/9/10,0.218057143,0.247085714,0.704685714,,0.7248,0.181257143,0.520685714,0.236342857,,0.342171429
2013/9/11,0.232,0.271314286,0.674971429,,0.724571429,0.1984,0.516571429,0.250057143,,0.3472
2013/9/12,0.2352,0.276342857,0.672914286,,0.726171429,0.194285714,0.5216,0.242742857,,0.346285714
2013/9/13,0.212571429,0.290285714,0.696,,0.747885714,0.182171429,0.525942857,0.232457143,,0.339657143
2013/9/16,0.200914286,0.284571429,0.702857143,,0.762057143,0.169142857,0.527314286,0.221714286,,0.336914286
2013/9/17,0.170971429,0.251657143,0.673142857,,0.722057143,0.1344,0.495314286,0.184228571,,0.288228571
2013/9/18,0.189028571,0.300342857,0.669257143,,0.739885714,0.151542857,0.510171429,0.200914286,,0.309257143
2013/9/23,0.200685714,0.3504,0.706514286,,0.782857143,0.167771429,0.537142857,0.226971429,,0.341257143
2013/9/24,0.183771429,0.372571429,0.723657143,,0.788342857,0.151542857,0.541942857,0.208228571,,0.330285714
2013/9/25,0.1776,0.368,0.713371429,,0.779657143,0.143771429,0.537828571,0.197485714,,0.319771429
2013/9/26,0.144,0.320228571,0.691657143,,0.801142857,0.115657143,0.496,0.160457143,,0.274057143
2013/9/27,0.1488,0.325485714,0.699428571,,0.831542857,0.122742857,0.503314286,0.169371429,,0.284571429
2013/9/30,0.158171429,0.361142857,0.719771429,,0.830857143,0.1312,0.525714286,0.182857143,,0.304685714
2013/10/8,0.175085714,0.382171429,0.746057143,,0.831085714,0.148342857,0.547885714,0.206171429,,0.336228571
2013/10/9,0.186742857,0.396342857,0.765714286,,0.843657143,0.162285714,0.569828571,0.229714286,,0.362971429
2013/10/10,0.168685714,0.398171429,0.754742857,,0.8208,0.144,0.561142857,0.2,,0.335542857
2013/10/11,0.2,0.4112,0.757942857,,0.845028571,0.173714286,0.578057143,0.246857143,,0.375314286
2013/10/14,0.206628571,0.426514286,0.754971429,,0.842514286,0.183085714,0.584914286,0.262171429,,0.391542857
2013/10/15,0.199542857,0.4272,0.749028571,,0.866285714,0.176685714,0.588342857,0.257371429,,0.387657143
2013/10/16,0.1744,0.404571429,0.723428571,,0.851428571,0.152,0.5632,0.213942857,,0.341714286
2013/10/17,0.171428571,0.395428571,0.722285714,,0.842971429,0.149257143,0.558171429,0.212342857,,0.337828571
2013/10/18,0.177371429,0.410057143,0.744457143,,0.848914286,0.157714286,0.568914286,0.221485714,,0.350857143
2013/10/21,0.205714286,0.445942857,0.776457143,,0.878857143,0.189942857,0.5904,0.267657143,,0.401142857
2013/10/22,0.189942857,0.424457143,0.7584,,0.877714286,0.170514286,0.583771429,0.248,,0.381257143
2013/10/23,0.1776,0.399314286,0.739657143,,0.852571429,0.155657143,0.5568,0.219428571,,0.343085714
2013/10/24,0.168914286,0.400914286,0.729828571,,0.8576,0.148114286,0.547657143,0.211885714,,0.333257143
2013/10/25,0.154514286,0.3424,0.702171429,,0.812114286,0.1296,0.511542857,0.183085714,,0.301485714
2013/10/28,0.1552,0.340342857,0.703542857,,0.753828571,0.125714286,0.497371429,0.1712,,0.287314286
2013/10/29,0.170057143,0.329371429,0.657371429,,0.704914286,0.134857143,0.4448,0.170742857,,0.270857143
2013/10/30,0.194514286,0.3632,0.664228571,,0.7344,0.149485714,0.470171429,0.191085714,,0.2928
2013/10/31,0.159314286,0.284571429,0.607314286,,0.682742857,0.114285714,0.428571429,0.146057143,,0.245257143
2013/11/1,0.170514286,0.281828571,0.5904,,0.684571429,0.119542857,0.419885714,0.149257143,,0.245257143
2013/11/4,0.168685714,0.291657143,0.612571429,,0.668571429,0.119314286,0.439314286,0.153371429,,0.251885714
2013/11/5,0.176685714,0.317485714,0.647314286,,0.6816,0.128228571,0.471085714,0.169371429,,0.274285714
2013/11/6,0.149485714,0.274971429,0.635885714,,0.656,0.113828571,0.449828571,0.1488,,0.254171429
2013/11/7,0.159085714,0.257828571,0.623314286,,0.6496,0.1216,0.425142857,0.154514286,,0.252571429
2013/11/8,0.144228571,0.247314286,0.613714286,,0.629485714,0.106742857,0.402742857,0.1424,,0.229714286
2013/11/11,0.156571429,0.271085714,0.646628571,,0.686628571,0.123657143,0.421714286,0.158628571,,0.261257143
2013/11/12,0.174628571,0.293942857,0.651428571,,0.711771429,0.138285714,0.444342857,0.173257143,,0.287085714
2013/11/13,0.141942857,0.262628571,0.650514286,,0.690057143,0.111314286,0.421485714,0.1504,,0.250057143
2013/11/14,0.150628571,0.3072,0.6896,,0.714971429,0.1264,0.455771429,0.168685714,,0.277485714
2013/11/15,0.1904,0.366857143,0.720457143,,0.733714286,0.170057143,0.527314286,0.226285714,,0.334628571
2013/11/18,0.269714286,0.426971429,0.756342857,,0.7488,0.243428571,0.586742857,0.296914286,,0.400914286
2013/11/19,0.262628571,0.415542857,0.753371429,,0.740114286,0.235428571,0.596571429,0.293028571,,0.397485714
2013/11/20,0.286171429,0.430857143,0.768914286,,0.750171429,0.256457143,0.617371429,0.307657143,,0.4208
2013/11/21,0.280685714,0.411657143,0.7616,,0.742857143,0.247771429,0.6096,0.304,,0.4144
2013/11/22,0.266742857,0.400228571,0.738742857,,0.728914286,0.2304,0.594057143,0.289828571,,0.397485714
2013/11/25,0.249828571,0.394514286,0.737828571,,0.731428571,0.2112,0.587428571,0.2752,,0.385828571
2013/11/26,0.245257143,0.392914286,0.752,,0.7328,0.204114286,0.590171429,0.272,,0.384685714
2013/11/27,0.253257143,0.396342857,0.770971429,,0.743542857,0.215771429,0.606171429,0.2848,,0.408685714
2013/11/28,0.258971429,0.4016,0.768914286,,0.760457143,0.218285714,0.591771429,0.283428571,,0.413942857
2013/11/29,0.247542857,0.386057143,0.766171429,,0.774628571,0.2048,0.590171429,0.271085714,,0.409142857
